asset_id,asset_type,business_unit,business_criticality,high_risk_probability,predicted_risk_tier,model_confidence,anomaly_flag,anomaly_score,attack_techniques,correlated_signals,signal_convergence_count,threat_priority_score,threat_priority_tier,analyst_actions,evidence_context,generated_at
LHT-Asset-228,application_server,identity_services,3,0.3493,Medium,Low,No,0.0586,T1110 Brute Force; T1098 Account Manipulation; T1046 Network Service Discovery; T1210 Exploitation of Remote Services,Elevated failed logons; Elevated privileged-group changes; High-severity network alert volume; High vulnerability exposure,4,76,High,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Validate alert source, destination, and firewall evidence; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.189095+00:00
LHT-Asset-177,linux_server,identity_services,4,0.2711,Medium,Medium,No,0.0571,T1021 Remote Services; T1046 Network Service Discovery,High attack-path exposure; High-severity network alert volume,2,74,High,"Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.183941+00:00
LHT-Asset-202,domain_controller,business_applications,4,0.39,Medium,Low,No,0.0827,T1098 Account Manipulation; T1059.001 PowerShell; T1046 Network Service Discovery,Elevated privileged-group changes; Elevated suspicious PowerShell activity; High-severity network alert volume,3,73,High,"Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.186476+00:00
LHT-Asset-006,windows_server,identity_services,2,0.3698,Medium,Low,No,0.034,T1098 Account Manipulation; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application,Elevated privileged-group changes; High-severity network alert volume; Elevated firewall-policy exposure; Reduced control effectiveness,4,73,High,"Validate authorization and privilege blast radius; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.165032+00:00
LHT-Asset-012,firewall,security_operations,4,0.2357,Low,Medium,No,0.0723,T1110 Brute Force; T1059.001 PowerShell; T1021 Remote Services,Elevated failed logons; Elevated suspicious PowerShell activity; High attack-path exposure,3,73,High,Review authentication pattern and MFA evidence; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.165816+00:00
LHT-Asset-203,firewall,security_operations,3,0.1709,Low,Medium,No,0.034,T1098 Account Manipulation; T1021 Remote Services; T1046 Network Service Discovery; T1210 Exploitation of Remote Services,Elevated privileged-group changes; High attack-path exposure; High-severity network alert volume; High vulnerability exposure,4,73,High,"Validate authorization and privilege blast radius; Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.186582+00:00
LHT-Asset-078,firewall,business_applications,3,0.2694,Medium,Medium,No,0.0752,T1059.001 PowerShell; T1021 Remote Services; T1190 Exploit Public-Facing Application,Elevated suspicious PowerShell activity; High attack-path exposure; Elevated firewall-policy exposure,3,72,High,Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Review exposed services and firewall-rule justification,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.172725+00:00
LHT-Asset-066,windows_server,identity_services,5,0.2561,Medium,Medium,No,0.0788,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity,3,71,High,Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.171479+00:00
LHT-Asset-221,windows_server,network_services,5,0.0467,Low,High,Yes,-0.0028,T1098 Account Manipulation; T1059.001 PowerShell,Elevated privileged-group changes; Elevated suspicious PowerShell activity,2,71,High,Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.188372+00:00
LHT-Asset-224,workstation,finance_operations,4,0.4096,Medium,Low,No,0.0118,T1059.001 PowerShell; T1210 Exploitation of Remote Services,Elevated suspicious PowerShell activity; High vulnerability exposure; Reduced control effectiveness,3,68,High,"Review endpoint command and parent-process telemetry; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.188684+00:00
LHT-Asset-045,siem_server,finance_operations,2,0.1354,Low,Medium,No,0.051,T1110 Brute Force; T1021 Remote Services; T1046 Network Service Discovery; T1210 Exploitation of Remote Services,Elevated failed logons; High attack-path exposure; High-severity network alert volume; High vulnerability exposure; Reduced control effectiveness,5,68,High,"Review authentication pattern and MFA evidence; Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.169242+00:00
LHT-Asset-182,workstation,security_operations,3,0.1189,Low,High,No,0.0762,T1098 Account Manipulation; T1021 Remote Services; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application,Elevated privileged-group changes; High attack-path exposure; High-severity network alert volume; Elevated firewall-policy exposure,4,68,High,"Validate authorization and privilege blast radius; Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.184435+00:00
LHT-Asset-233,linux_server,identity_services,3,0.3231,Medium,Low,No,0.0887,T1098 Account Manipulation; T1046 Network Service Discovery,Elevated privileged-group changes; High-severity network alert volume; Reduced control effectiveness,3,67,High,"Validate authorization and privilege blast radius; Validate alert source, destination, and firewall evidence; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.189691+00:00
LHT-Asset-128,workstation,network_services,5,0.2241,Low,Medium,No,0.065,T1098 Account Manipulation; T1059.001 PowerShell,Elevated privileged-group changes; Elevated suspicious PowerShell activity,2,67,High,Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.178424+00:00
LHT-Asset-168,windows_server,network_services,4,0.2097,Low,Medium,No,0.0781,T1059.001 PowerShell; T1046 Network Service Discovery,Elevated suspicious PowerShell activity; High-severity network alert volume,2,67,High,"Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.183046+00:00
LHT-Asset-090,siem_server,network_services,4,0.1685,Low,Medium,No,0.0841,T1098 Account Manipulation; T1059.001 PowerShell; T1046 Network Service Discovery,Elevated privileged-group changes; Elevated suspicious PowerShell activity; High-severity network alert volume,3,67,High,"Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.174034+00:00
LHT-Asset-042,siem_server,network_services,5,0.1622,Low,Medium,No,0.0622,T1059.001 PowerShell; T1190 Exploit Public-Facing Application,Elevated suspicious PowerShell activity; Elevated firewall-policy exposure,2,67,High,Review endpoint command and parent-process telemetry; Review exposed services and firewall-rule justification,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.168932+00:00
LHT-Asset-001,domain_controller,finance_operations,3,0.037,Low,High,No,0.057,T1098 Account Manipulation; T1021 Remote Services; T1190 Exploit Public-Facing Application; T1210 Exploitation of Remote Services,Elevated privileged-group changes; High attack-path exposure; Elevated firewall-policy exposure; High vulnerability exposure,4,67,High,"Validate authorization and privilege blast radius; Review reachable administrative paths and segmentation; Review exposed services and firewall-rule justification; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.164406+00:00
LHT-Asset-080,firewall,security_operations,5,0.0009,Low,High,Yes,-0.0409,No elevated ATT&CK mapping,No elevated correlation signals,0,67,High,Continue normal monitoring,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.172929+00:00
LHT-Asset-015,workstation,identity_services,5,0.1352,Low,Medium,No,0.0802,T1046 Network Service Discovery; T1190 Exploit Public-Facing Application,High-severity network alert volume; Elevated firewall-policy exposure,2,66,High,"Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.166132+00:00
LHT-Asset-196,workstation,security_operations,4,0.1425,Low,Medium,No,0.0984,T1110 Brute Force; T1046 Network Service Discovery,Elevated failed logons; High-severity network alert volume,2,65,High,"Review authentication pattern and MFA evidence; Validate alert source, destination, and firewall evidence",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.185884+00:00
LHT-Asset-023,linux_server,finance_operations,3,0.0878,Low,High,No,0.0657,T1098 Account Manipulation; T1059.001 PowerShell; T1021 Remote Services,Elevated privileged-group changes; Elevated suspicious PowerShell activity; High attack-path exposure,3,65,High,Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.166966+00:00
LHT-Asset-141,firewall,business_applications,4,0.0703,Low,High,No,0.0404,T1021 Remote Services; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application,High attack-path exposure; High-severity network alert volume; Elevated firewall-policy exposure,3,65,High,"Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.180229+00:00
LHT-Asset-039,application_server,identity_services,3,0.1247,Low,High,No,0.0857,T1098 Account Manipulation; T1059.001 PowerShell; T1210 Exploitation of Remote Services,Elevated privileged-group changes; Elevated suspicious PowerShell activity; High vulnerability exposure; Reduced control effectiveness,4,63,High,"Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.168627+00:00
LHT-Asset-187,application_server,business_applications,4,0.1165,Low,High,No,0.073,T1059.001 PowerShell; T1190 Exploit Public-Facing Application,Elevated suspicious PowerShell activity; Elevated firewall-policy exposure,2,62,High,Review endpoint command and parent-process telemetry; Review exposed services and firewall-rule justification,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.184933+00:00
LHT-Asset-120,application_server,network_services,5,0.0996,Low,High,No,0.0377,T1098 Account Manipulation; T1210 Exploitation of Remote Services,Elevated privileged-group changes; High vulnerability exposure,2,62,High,"Validate authorization and privilege blast radius; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.177168+00:00
LHT-Asset-101,domain_controller,identity_services,5,0.1756,Low,Medium,No,0.0787,T1190 Exploit Public-Facing Application,Elevated firewall-policy exposure; Reduced control effectiveness,2,61,High,Review exposed services and firewall-rule justification; Review control-validation failures and remediation owner,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.175177+00:00
LHT-Asset-076,firewall,security_operations,4,0.1691,Low,Medium,No,0.0918,T1110 Brute Force; T1059.001 PowerShell,Elevated failed logons; Elevated suspicious PowerShell activity,2,61,High,Review authentication pattern and MFA evidence; Review endpoint command and parent-process telemetry,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.172520+00:00
LHT-Asset-231,linux_server,identity_services,2,0.0944,Low,High,No,0.0555,T1059.001 PowerShell; T1021 Remote Services; T1210 Exploitation of Remote Services,Elevated suspicious PowerShell activity; High attack-path exposure; High vulnerability exposure; Reduced control effectiveness,4,61,High,"Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.189487+00:00
LHT-Asset-237,workstation,finance_operations,3,0.1756,Low,Medium,No,0.0491,T1046 Network Service Discovery,High-severity network alert volume; Reduced control effectiveness,2,59,Medium,"Validate alert source, destination, and firewall evidence; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.190094+00:00
LHT-Asset-248,linux_server,security_operations,3,0.0767,Low,High,No,0.0737,T1110 Brute Force; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application,Elevated failed logons; High-severity network alert volume; Elevated firewall-policy exposure,3,59,Medium,"Review authentication pattern and MFA evidence; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.191191+00:00
LHT-Asset-181,workstation,security_operations,2,0.0679,Low,High,No,0.0565,T1110 Brute Force; T1021 Remote Services; T1190 Exploit Public-Facing Application,Elevated failed logons; High attack-path exposure; Elevated firewall-policy exposure,3,59,Medium,Review authentication pattern and MFA evidence; Review reachable administrative paths and segmentation; Review exposed services and firewall-rule justification,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.184336+00:00
LHT-Asset-150,application_server,network_services,3,0.0626,Low,High,No,0.0691,T1059.001 PowerShell; T1021 Remote Services; T1190 Exploit Public-Facing Application,Elevated suspicious PowerShell activity; High attack-path exposure; Elevated firewall-policy exposure,3,59,Medium,Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Review exposed services and firewall-rule justification,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.181183+00:00
LHT-Asset-017,windows_server,identity_services,5,0.0458,Low,High,No,0.0805,T1098 Account Manipulation; T1190 Exploit Public-Facing Application,Elevated privileged-group changes; Elevated firewall-policy exposure,2,59,Medium,Validate authorization and privilege blast radius; Review exposed services and firewall-rule justification,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.166342+00:00
LHT-Asset-093,firewall,identity_services,5,0.0428,Low,High,No,0.0632,T1110 Brute Force; T1098 Account Manipulation,Elevated failed logons; Elevated privileged-group changes,2,59,Medium,Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.174342+00:00
LHT-Asset-188,windows_server,security_operations,4,0.0397,Low,High,No,0.0989,T1021 Remote Services; T1210 Exploitation of Remote Services,High attack-path exposure; High vulnerability exposure,2,59,Medium,"Review reachable administrative paths and segmentation; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.185031+00:00
LHT-Asset-002,application_server,finance_operations,5,0.1324,Low,Medium,No,0.0534,T1046 Network Service Discovery,High-severity network alert volume; Reduced control effectiveness,2,58,Medium,"Validate alert source, destination, and firewall evidence; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.164556+00:00
LHT-Asset-245,linux_server,network_services,5,0.0893,Low,High,No,0.0845,No elevated ATT&CK mapping,Reduced control effectiveness,1,58,Medium,Review control-validation failures and remediation owner,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.190895+00:00
LHT-Asset-184,linux_server,business_applications,5,0.0395,Low,High,No,0.0821,T1210 Exploitation of Remote Services,High vulnerability exposure,1,58,Medium,"Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.184637+00:00
LHT-Asset-083,workstation,security_operations,4,0.0214,Low,High,No,0.0789,T1098 Account Manipulation; T1190 Exploit Public-Facing Application,Elevated privileged-group changes; Elevated firewall-policy exposure,2,58,Medium,Validate authorization and privilege blast radius; Review exposed services and firewall-rule justification,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.173297+00:00
LHT-Asset-026,windows_server,network_services,5,0.0203,Low,High,No,0.0487,T1190 Exploit Public-Facing Application; T1210 Exploitation of Remote Services,Elevated firewall-policy exposure; High vulnerability exposure,2,58,Medium,"Review exposed services and firewall-rule justification; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.167282+00:00
LHT-Asset-193,firewall,identity_services,4,0.0162,Low,High,No,0.1019,T1021 Remote Services,High attack-path exposure,1,58,Medium,Review reachable administrative paths and segmentation,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.185587+00:00
LHT-Asset-046,domain_controller,network_services,2,0.0144,Low,High,No,0.0767,T1098 Account Manipulation; T1021 Remote Services; T1190 Exploit Public-Facing Application,Elevated privileged-group changes; High attack-path exposure; Elevated firewall-policy exposure,3,58,Medium,Validate authorization and privilege blast radius; Review reachable administrative paths and segmentation; Review exposed services and firewall-rule justification,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.169385+00:00
LHT-Asset-100,linux_server,business_applications,2,0.092,Low,High,No,0.0708,T1059.001 PowerShell; T1021 Remote Services; T1210 Exploitation of Remote Services,Elevated suspicious PowerShell activity; High attack-path exposure; High vulnerability exposure; Reduced control effectiveness,4,57,Medium,"Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.175071+00:00
LHT-Asset-057,firewall,business_applications,5,0.1225,Low,High,No,0.0535,T1210 Exploitation of Remote Services,High vulnerability exposure; Reduced control effectiveness,2,56,Medium,"Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.170540+00:00
LHT-Asset-108,firewall,security_operations,4,0.11,Low,High,No,0.0536,T1059.001 PowerShell; T1210 Exploitation of Remote Services,Elevated suspicious PowerShell activity; High vulnerability exposure,2,56,Medium,"Review endpoint command and parent-process telemetry; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.175908+00:00
LHT-Asset-157,siem_server,network_services,5,0.0715,Low,High,No,0.0386,T1046 Network Service Discovery; T1210 Exploitation of Remote Services,High-severity network alert volume; High vulnerability exposure,2,56,Medium,"Validate alert source, destination, and firewall evidence; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.181945+00:00
LHT-Asset-165,linux_server,business_applications,2,0.0506,Low,High,No,0.0137,T1110 Brute Force; T1059.001 PowerShell; T1021 Remote Services,Elevated failed logons; Elevated suspicious PowerShell activity; High attack-path exposure,3,56,Medium,Review authentication pattern and MFA evidence; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.182747+00:00
LHT-Asset-069,siem_server,business_applications,5,0.0429,Low,High,No,0.0544,T1098 Account Manipulation,Elevated privileged-group changes,1,56,Medium,Validate authorization and privilege blast radius,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.171792+00:00
LHT-Asset-071,firewall,identity_services,5,0.0292,Low,High,No,0.0285,T1110 Brute Force; T1098 Account Manipulation; T1210 Exploitation of Remote Services,Elevated failed logons; Elevated privileged-group changes; High vulnerability exposure,3,56,Medium,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.172000+00:00
LHT-Asset-077,linux_server,business_applications,2,0.0267,Low,High,No,0.0859,T1098 Account Manipulation; T1021 Remote Services,Elevated privileged-group changes; High attack-path exposure; Reduced control effectiveness,3,56,Medium,Validate authorization and privilege blast radius; Review reachable administrative paths and segmentation; Review control-validation failures and remediation owner,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.172622+00:00
LHT-Asset-163,linux_server,security_operations,4,0.0229,Low,High,No,0.0385,T1098 Account Manipulation; T1046 Network Service Discovery,Elevated privileged-group changes; High-severity network alert volume,2,56,Medium,"Validate authorization and privilege blast radius; Validate alert source, destination, and firewall evidence",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.182549+00:00
LHT-Asset-162,domain_controller,network_services,4,0.0798,Low,High,No,0.093,T1098 Account Manipulation; T1059.001 PowerShell,Elevated privileged-group changes; Elevated suspicious PowerShell activity,2,55,Medium,Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.182448+00:00
LHT-Asset-180,application_server,network_services,5,0.0414,Low,High,No,0.0181,T1046 Network Service Discovery,High-severity network alert volume,1,55,Medium,"Validate alert source, destination, and firewall evidence",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.184235+00:00
LHT-Asset-139,domain_controller,business_applications,3,0.0311,Low,High,No,0.1004,T1098 Account Manipulation; T1210 Exploitation of Remote Services,Elevated privileged-group changes; High vulnerability exposure; Reduced control effectiveness,3,55,Medium,"Validate authorization and privilege blast radius; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.180018+00:00
LHT-Asset-079,linux_server,security_operations,3,0.0236,Low,High,No,0.0631,T1098 Account Manipulation; T1021 Remote Services,Elevated privileged-group changes; High attack-path exposure,2,55,Medium,Validate authorization and privilege blast radius; Review reachable administrative paths and segmentation,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.172829+00:00
LHT-Asset-020,application_server,business_applications,2,0.0139,Low,High,No,0.0689,T1021 Remote Services; T1190 Exploit Public-Facing Application; T1210 Exploitation of Remote Services,High attack-path exposure; Elevated firewall-policy exposure; High vulnerability exposure,3,55,Medium,"Review reachable administrative paths and segmentation; Review exposed services and firewall-rule justification; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.166656+00:00
LHT-Asset-140,workstation,security_operations,3,0.0319,Low,High,No,0.0809,T1046 Network Service Discovery; T1210 Exploitation of Remote Services,High-severity network alert volume; High vulnerability exposure,2,53,Medium,"Validate alert source, destination, and firewall evidence; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.180116+00:00
LHT-Asset-112,firewall,security_operations,2,0.0129,Low,High,No,0.0877,T1059.001 PowerShell; T1021 Remote Services; T1210 Exploitation of Remote Services,Elevated suspicious PowerShell activity; High attack-path exposure; High vulnerability exposure,3,53,Medium,"Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.176337+00:00
LHT-Asset-016,firewall,identity_services,4,0.0098,Low,High,No,0.0008,T1021 Remote Services; T1190 Exploit Public-Facing Application,High attack-path exposure; Elevated firewall-policy exposure,2,53,Medium,Review reachable administrative paths and segmentation; Review exposed services and firewall-rule justification,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.166235+00:00
LHT-Asset-250,siem_server,finance_operations,2,0.1007,Low,High,No,0.0573,T1098 Account Manipulation; T1059.001 PowerShell,Elevated privileged-group changes; Elevated suspicious PowerShell activity; Reduced control effectiveness,3,52,Medium,Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Review control-validation failures and remediation owner,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.191390+00:00
LHT-Asset-088,firewall,network_services,4,0.0085,Low,High,No,0.0917,T1190 Exploit Public-Facing Application,Elevated firewall-policy exposure,1,52,Medium,Review exposed services and firewall-rule justification,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.173830+00:00
LHT-Asset-214,domain_controller,identity_services,1,0.0029,Low,High,Yes,-0.0122,T1098 Account Manipulation,Elevated privileged-group changes; Reduced control effectiveness,2,52,Medium,Validate authorization and privilege blast radius; Review control-validation failures and remediation owner,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.187678+00:00
LHT-Asset-164,siem_server,business_applications,3,0.0877,Low,High,No,0.0597,T1110 Brute Force; T1059.001 PowerShell,Elevated failed logons; Elevated suspicious PowerShell activity; Reduced control effectiveness,3,51,Medium,Review authentication pattern and MFA evidence; Review endpoint command and parent-process telemetry; Review control-validation failures and remediation owner,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.182649+00:00
LHT-Asset-167,firewall,business_applications,3,0.0766,Low,High,No,0.0637,T1098 Account Manipulation; T1059.001 PowerShell; T1210 Exploitation of Remote Services,Elevated privileged-group changes; Elevated suspicious PowerShell activity; High vulnerability exposure,3,51,Medium,"Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.182948+00:00
LHT-Asset-213,domain_controller,identity_services,3,0.0548,Low,High,No,0.0644,T1059.001 PowerShell; T1046 Network Service Discovery,Elevated suspicious PowerShell activity; High-severity network alert volume,2,51,Medium,"Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.187579+00:00
